# Czas Amplituda
3.547222 -0.486962
3.550000 -0.440000
3.552778 -0.398038
3.555556 -0.388038
3.558333 -0.435000
3.561111 -0.486962
3.563889 -0.481962
3.566667 -0.450000
3.569444 -0.413038
3.572222 -0.408038
3.575000 -0.455000
3.577778 -0.486962
3.580556 -0.506962
3.583333 -0.450000
3.586111 -0.413038
3.588889 -0.398038
3.591667 -0.455000
3.594444 -0.501962
3.597222 -0.511962
3.600000 -0.465000
3.602778 -0.413038
3.605556 -0.423038
3.608333 -0.460000
3.611111 -0.501962
3.613889 -0.511962
3.616667 -0.475000
3.619444 -0.443038
3.622222 -0.423038
3.625000 -0.455000
3.627778 -0.501962
3.630556 -0.501962
3.633333 -0.460000
3.636111 -0.413038
3.638889 -0.408038
3.641667 -0.445000
3.644444 -0.506962
3.647222 -0.501962
3.650000 -0.450000
3.652778 -0.388038
3.655556 -0.373038
3.658333 -0.420000
3.661111 -0.446962
3.663889 -0.436962
3.666667 -0.370000
3.669444 -0.333038
3.672222 -0.328038
3.675000 -0.370000
3.677778 -0.421962
3.680556 -0.406962
3.683333 -0.360000
3.686111 -0.313038
3.688889 -0.293038
3.691667 -0.345000
3.694444 -0.401962
3.697222 -0.401962
3.700000 -0.350000
3.702778 -0.308038
3.705556 -0.308038
3.708333 -0.340000
3.711111 -0.386962
3.713889 -0.396962
3.716667 -0.345000
3.719444 -0.308038
3.722222 -0.288038
3.725000 -0.335000
3.727778 -0.366962
3.730556 -0.381962
3.733333 -0.345000
3.736111 -0.313038
3.738889 -0.298038
3.741667 -0.350000
3.744444 -0.401962
3.747222 -0.406962
3.750000 -0.360000
3.752778 -0.318038
3.755556 -0.313038
3.758333 -0.350000
3.761111 -0.416962
3.763889 -0.411962
3.766667 -0.380000
3.769444 -0.328038
3.772222 -0.323038
3.775000 -0.370000
3.777778 -0.411962
3.780556 -0.426962
3.783333 -0.375000
3.786111 -0.333038
3.788889 -0.318038
3.791667 -0.370000
3.794444 -0.406962
3.797222 -0.426962
3.800000 -0.370000
3.802778 -0.323038
3.805556 -0.318038
3.808333 -0.370000
3.811111 -0.421962
3.813889 -0.431962
3.816667 -0.385000
3.819444 -0.343038
3.822222 -0.338038
3.825000 -0.380000
3.827778 -0.436962
3.830556 -0.436962
3.833333 -0.395000
3.836111 -0.353038
3.838889 -0.333038
3.841667 -0.385000
3.844444 -0.431962
3.847222 -0.441962
3.850000 -0.390000
3.852778 -0.343038
3.855556 -0.333038
3.858333 -0.365000
3.861111 -0.406962
3.863889 -0.406962
3.866667 -0.345000
3.869444 -0.303038
3.872222 -0.278038
3.875000 -0.315000
3.877778 -0.361962
3.880556 -0.361962
3.883333 -0.310000
3.886111 -0.253038
3.888889 -0.258038
3.891667 -0.285000
3.894444 -0.326962
3.897222 -0.321962
3.900000 -0.275000
3.902778 -0.233038
3.905556 -0.213038
3.908333 -0.270000
3.911111 -0.326962
3.913889 -0.331962
3.916667 -0.300000
3.919444 -0.238038
3.922222 -0.238038
3.925000 -0.270000
3.927778 -0.311962
3.930556 -0.296962
3.933333 -0.230000
3.936111 -0.208038
3.938889 -0.248038
3.941667 -0.310000
3.944444 -0.361962
3.947222 -0.361962
3.950000 -0.315000
3.952778 -0.288038
3.955556 -0.298038
3.958333 -0.360000
3.961111 -0.416962
3.963889 -0.416962
3.966667 -0.390000
3.969444 -0.353038
3.972222 -0.353038
3.975000 -0.405000
3.977778 -0.451962
3.980556 -0.451962
3.983333 -0.420000
3.986111 -0.373038
3.988889 -0.363038
3.991667 -0.415000
3.994444 -0.456962
3.997222 -0.471962
4.000000 -0.435000
4.002778 -0.388038
4.005556 -0.378038
4.008333 -0.430000
4.011111 -0.481962
4.013889 -0.486962
4.016667 -0.440000
4.019444 -0.393038
4.022222 -0.383038
4.025000 -0.425000
4.027778 -0.476962
4.030556 -0.501962
4.033333 -0.470000
4.036111 -0.463038
4.038889 -0.473038
4.041667 -0.540000
4.044444 -0.651962
4.047222 -0.686962
4.050000 -0.615000
4.052778 -0.468038
4.055556 -0.353038
4.058333 -0.260000
4.061111 -0.131962
4.063889 0.118038
4.066667 0.430000
4.069444 0.671962
4.072222 0.746962
4.075000 0.570000
4.077778 0.198038
4.080556 -0.186962
4.083333 -0.435000
4.086111 -0.543038
4.088889 -0.558038
4.091667 -0.580000
4.094444 -0.576962
4.097222 -0.551962
4.100000 -0.495000
4.102778 -0.448038
4.105556 -0.433038
4.108333 -0.475000
4.111111 -0.506962
4.113889 -0.511962
4.116667 -0.470000
4.119444 -0.433038
4.122222 -0.433038
4.125000 -0.480000
4.127778 -0.526962
4.130556 -0.526962
4.133333 -0.490000
4.136111 -0.443038
4.138889 -0.438038
4.141667 -0.485000
4.144444 -0.526962
4.147222 -0.541962
4.150000 -0.480000
4.152778 -0.443038
4.155556 -0.433038
4.158333 -0.480000
4.161111 -0.531962
4.163889 -0.531962
4.166667 -0.490000
4.169444 -0.453038
4.172222 -0.448038
4.175000 -0.485000
4.177778 -0.531962
4.180556 -0.536962
4.183333 -0.485000
4.186111 -0.443038
4.188889 -0.433038
4.191667 -0.485000
4.194444 -0.526962
4.197222 -0.536962
4.200000 -0.490000
4.202778 -0.453038
4.205556 -0.443038
4.208333 -0.490000
4.211111 -0.531962
4.213889 -0.526962
4.216667 -0.480000
4.219444 -0.438038
4.222222 -0.433038
4.225000 -0.465000
4.227778 -0.511962
4.230556 -0.531962
4.233333 -0.485000
4.236111 -0.443038
4.238889 -0.438038
4.241667 -0.480000
4.244444 -0.531962
4.247222 -0.526962
4.250000 -0.480000
4.252778 -0.438038
4.255556 -0.423038
4.258333 -0.460000
4.261111 -0.516962
4.263889 -0.511962
4.266667 -0.470000
4.269444 -0.433038
4.272222 -0.433038
4.275000 -0.480000
4.277778 -0.536962
4.280556 -0.541962
4.283333 -0.490000
4.286111 -0.448038
4.288889 -0.433038
4.291667 -0.490000
4.294444 -0.551962
4.297222 -0.546962
4.300000 -0.510000
4.302778 -0.458038
4.305556 -0.458038
4.308333 -0.510000
4.311111 -0.556962
4.313889 -0.561962
4.316667 -0.505000
4.319444 -0.468038
4.322222 -0.473038
4.325000 -0.515000
4.327778 -0.561962
4.330556 -0.576962
4.333333 -0.520000
4.336111 -0.468038
4.338889 -0.473038
4.341667 -0.500000
4.344444 -0.531962
4.347222 -0.526962
4.350000 -0.470000
4.352778 -0.408038
4.355556 -0.388038
4.358333 -0.430000
4.361111 -0.471962
4.363889 -0.471962
4.366667 -0.420000
4.369444 -0.363038
4.372222 -0.358038
4.375000 -0.395000
4.377778 -0.441962
4.380556 -0.436962
4.383333 -0.390000
4.386111 -0.348038
4.388889 -0.343038
4.391667 -0.375000
4.394444 -0.426962
4.397222 -0.431962
4.400000 -0.380000
4.402778 -0.343038
4.405556 -0.338038
4.408333 -0.375000
4.411111 -0.421962
4.413889 -0.421962
4.416667 -0.375000
4.419444 -0.338038
4.422222 -0.338038
4.425000 -0.390000
4.427778 -0.446962
4.430556 -0.436962
4.433333 -0.390000
4.436111 -0.348038
4.438889 -0.343038
4.441667 -0.385000
4.444444 -0.426962
4.447222 -0.431962
4.450000 -0.395000
4.452778 -0.348038
4.455556 -0.338038
4.458333 -0.385000
4.461111 -0.441962
4.463889 -0.441962
4.466667 -0.410000
4.469444 -0.368038
4.472222 -0.353038
4.475000 -0.395000
4.477778 -0.436962
4.480556 -0.441962
4.483333 -0.400000
4.486111 -0.353038
4.488889 -0.348038
4.491667 -0.400000
4.494444 -0.436962
4.497222 -0.436962
4.500000 -0.405000
4.502778 -0.358038
4.505556 -0.353038
4.508333 -0.405000
4.511111 -0.446962
4.513889 -0.461962
4.516667 -0.410000
4.519444 -0.378038
4.522222 -0.368038
4.525000 -0.415000
4.527778 -0.466962
4.530556 -0.456962
4.533333 -0.420000
4.536111 -0.378038
4.538889 -0.373038
4.541667 -0.405000
4.544444 -0.461962
4.547222 -0.451962
4.550000 -0.390000
4.552778 -0.343038
4.555556 -0.328038
4.558333 -0.360000
4.561111 -0.406962
4.563889 -0.391962
4.566667 -0.350000
4.569444 -0.298038
4.572222 -0.278038
4.575000 -0.335000
4.577778 -0.371962
4.580556 -0.361962
4.583333 -0.310000
4.586111 -0.268038
4.588889 -0.258038
4.591667 -0.295000
4.594444 -0.341962
4.597222 -0.341962
4.600000 -0.295000
4.602778 -0.258038
4.605556 -0.263038
4.608333 -0.310000
4.611111 -0.351962
4.613889 -0.351962
4.616667 -0.310000
4.619444 -0.263038
4.622222 -0.253038
4.625000 -0.280000
4.627778 -0.331962
4.630556 -0.311962
4.633333 -0.260000
4.636111 -0.208038
4.638889 -0.233038
4.641667 -0.285000
4.644444 -0.366962
4.647222 -0.376962
4.650000 -0.345000
4.652778 -0.313038
4.655556 -0.318038
4.658333 -0.380000
4.661111 -0.436962
4.663889 -0.446962
4.666667 -0.405000
4.669444 -0.373038
4.672222 -0.363038
4.675000 -0.415000
4.677778 -0.466962
4.680556 -0.471962
4.683333 -0.430000
4.686111 -0.388038
4.688889 -0.388038
4.691667 -0.420000
4.694444 -0.491962
4.697222 -0.486962
4.700000 -0.435000
4.702778 -0.403038
4.705556 -0.393038
4.708333 -0.445000
4.711111 -0.476962
4.713889 -0.481962
4.716667 -0.430000
4.719444 -0.388038
4.722222 -0.383038
4.725000 -0.435000
4.727778 -0.501962
4.730556 -0.536962
4.733333 -0.520000
4.736111 -0.498038
4.738889 -0.533038
4.741667 -0.610000
4.744444 -0.636962
4.747222 -0.556962
4.750000 -0.385000
4.752778 -0.183038
4.755556 0.016962
4.758333 0.230000
4.761111 0.453038
4.763889 0.663038
4.766667 0.785000
4.769444 0.721962
4.772222 0.416962
4.775000 -0.030000
4.777778 -0.396962
4.780556 -0.566962
4.783333 -0.585000
4.786111 -0.508038
4.788889 -0.468038
4.791667 -0.475000
4.794444 -0.506962
4.797222 -0.516962
4.800000 -0.465000
4.802778 -0.418038
4.805556 -0.418038
4.808333 -0.460000
4.811111 -0.511962
4.813889 -0.516962
4.816667 -0.480000
4.819444 -0.433038
4.822222 -0.418038
4.825000 -0.465000
4.827778 -0.511962
4.830556 -0.516962
4.833333 -0.465000
4.836111 -0.418038
4.838889 -0.418038
4.841667 -0.465000
4.844444 -0.516962
4.847222 -0.511962
4.850000 -0.470000
4.852778 -0.428038
4.855556 -0.413038
4.858333 -0.455000
4.861111 -0.491962
4.863889 -0.496962
4.866667 -0.460000
4.869444 -0.413038
4.872222 -0.408038
4.875000 -0.450000
4.877778 -0.501962
4.880556 -0.501962
4.883333 -0.455000
4.886111 -0.418038
4.888889 -0.418038
4.891667 -0.460000
4.894444 -0.511962
4.897222 -0.501962
4.900000 -0.455000
4.902778 -0.413038
4.905556 -0.403038
4.908333 -0.445000
4.911111 -0.496962
4.913889 -0.496962
4.916667 -0.445000
4.919444 -0.403038
4.922222 -0.393038
4.925000 -0.445000
4.927778 -0.491962
4.930556 -0.496962
4.933333 -0.460000
4.936111 -0.408038
4.938889 -0.398038
4.941667 -0.440000
4.944444 -0.491962
4.947222 -0.496962
4.950000 -0.440000
4.952778 -0.393038
4.955556 -0.383038
4.958333 -0.425000
4.961111 -0.486962
4.963889 -0.486962
4.966667 -0.440000
4.969444 -0.398038
4.972222 -0.393038
4.975000 -0.440000
4.977778 -0.491962
4.980556 -0.506962
4.983333 -0.465000
4.986111 -0.428038
4.988889 -0.418038
4.991667 -0.465000
4.994444 -0.521962
4.997222 -0.531962
5.000000 -0.485000
5.002778 -0.433038
5.005556 -0.438038
5.008333 -0.470000
5.011111 -0.516962
5.013889 -0.516962
5.016667 -0.470000
5.019444 -0.423038
5.022222 -0.408038
5.025000 -0.465000
5.027778 -0.501962
5.030556 -0.506962
5.033333 -0.450000
5.036111 -0.393038
5.038889 -0.383038
5.041667 -0.410000
5.044444 -0.446962
5.047222 -0.431962
5.050000 -0.380000
5.052778 -0.313038
5.055556 -0.293038
5.058333 -0.335000
5.061111 -0.366962
5.063889 -0.371962
5.066667 -0.315000
5.069444 -0.278038
5.072222 -0.263038
5.075000 -0.300000
5.077778 -0.346962
5.080556 -0.341962
5.083333 -0.295000
5.086111 -0.253038
5.088889 -0.253038
5.091667 -0.300000
5.094444 -0.331962
5.097222 -0.336962
5.100000 -0.290000
5.102778 -0.243038
5.105556 -0.233038
5.108333 -0.275000
5.111111 -0.316962
5.113889 -0.326962
5.116667 -0.280000
5.119444 -0.243038
5.122222 -0.228038
5.125000 -0.285000
5.127778 -0.341962
5.130556 -0.341962
5.133333 -0.295000
5.136111 -0.253038
5.138889 -0.238038
5.141667 -0.285000
5.144444 -0.336962
5.147222 -0.336962
5.150000 -0.295000
5.152778 -0.253038
5.155556 -0.243038
5.158333 -0.285000
5.161111 -0.331962
5.163889 -0.331962
5.166667 -0.310000
5.169444 -0.258038
5.172222 -0.248038
5.175000 -0.290000
5.177778 -0.341962
5.180556 -0.351962
5.183333 -0.310000
5.186111 -0.268038
5.188889 -0.258038
5.191667 -0.315000
5.194444 -0.361962
5.197222 -0.361962
5.200000 -0.320000
5.202778 -0.278038
5.205556 -0.273038
5.208333 -0.320000
5.211111 -0.361962
5.213889 -0.376962
5.216667 -0.320000
5.219444 -0.278038
5.222222 -0.268038
5.225000 -0.320000
5.227778 -0.356962
5.230556 -0.366962
5.233333 -0.305000
5.236111 -0.263038
5.238889 -0.263038
5.241667 -0.295000
5.244444 -0.321962
5.247222 -0.321962
5.250000 -0.260000
5.252778 -0.213038
5.255556 -0.208038
5.258333 -0.250000
5.261111 -0.286962
5.263889 -0.286962
5.266667 -0.240000
5.269444 -0.193038
5.272222 -0.188038
5.275000 -0.215000
5.277778 -0.251962
5.280556 -0.246962
5.283333 -0.200000
5.286111 -0.158038
5.288889 -0.143038
5.291667 -0.195000
5.294444 -0.251962
5.297222 -0.261962
5.300000 -0.220000
5.302778 -0.158038
5.305556 -0.148038
5.308333 -0.195000
5.311111 -0.241962
5.313889 -0.226962
5.316667 -0.160000
5.319444 -0.113038
5.322222 -0.143038
5.325000 -0.225000
5.327778 -0.281962
5.330556 -0.306962
5.333333 -0.275000
5.336111 -0.233038
5.338889 -0.248038
5.341667 -0.310000
5.344444 -0.366962
5.347222 -0.371962
5.350000 -0.330000
5.352778 -0.293038
5.355556 -0.278038
5.358333 -0.325000
5.361111 -0.371962
5.363889 -0.376962
5.366667 -0.345000
5.369444 -0.298038
5.372222 -0.288038
5.375000 -0.340000
5.377778 -0.381962
5.380556 -0.386962
5.383333 -0.335000
5.386111 -0.293038
5.388889 -0.293038
5.391667 -0.345000
5.394444 -0.381962
5.397222 -0.386962
5.400000 -0.345000
5.402778 -0.303038
5.405556 -0.293038
5.408333 -0.325000
5.411111 -0.381962
5.413889 -0.386962
5.416667 -0.340000
5.419444 -0.308038
5.422222 -0.333038
5.425000 -0.420000
5.427778 -0.476962
5.430556 -0.511962
5.433333 -0.505000
5.436111 -0.503038
5.438889 -0.508038
5.441667 -0.500000
5.444444 -0.446962
5.447222 -0.321962
5.450000 -0.145000
5.452778 0.086962
5.455556 0.351962
5.458333 0.560000
5.461111 0.683038
5.463889 0.743038
5.466667 0.725000
5.469444 0.541962
5.472222 0.206962
5.475000 -0.160000
5.477778 -0.451962
5.480556 -0.561962
5.483333 -0.515000
5.486111 -0.408038
5.488889 -0.353038
5.491667 -0.390000
5.494444 -0.426962
5.497222 -0.431962
5.500000 -0.390000
5.502778 -0.343038
5.505556 -0.338038
5.508333 -0.380000
5.511111 -0.436962
5.513889 -0.436962
5.516667 -0.395000
5.519444 -0.348038
5.522222 -0.343038
5.525000 -0.385000
5.527778 -0.441962
5.530556 -0.436962
5.533333 -0.390000
5.536111 -0.353038
5.538889 -0.338038
5.541667 -0.385000
5.544444 -0.431962
5.547222 -0.431962
5.550000 -0.380000
5.552778 -0.333038
5.555556 -0.323038
5.558333 -0.380000
5.561111 -0.416962
5.563889 -0.426962
5.566667 -0.380000
5.569444 -0.333038
5.572222 -0.338038
5.575000 -0.380000
5.577778 -0.421962
5.580556 -0.441962
5.583333 -0.390000
5.586111 -0.353038
5.588889 -0.338038
5.591667 -0.390000
5.594444 -0.441962
5.597222 -0.431962
5.600000 -0.390000
5.602778 -0.343038
5.605556 -0.348038
5.608333 -0.390000
5.611111 -0.436962
5.613889 -0.436962
5.616667 -0.395000
5.619444 -0.348038
5.622222 -0.343038
5.625000 -0.380000
5.627778 -0.436962
5.630556 -0.426962
5.633333 -0.375000
5.636111 -0.338038
5.638889 -0.328038
5.641667 -0.365000
5.644444 -0.411962
5.647222 -0.421962
5.650000 -0.380000
5.652778 -0.328038
5.655556 -0.323038
5.658333 -0.375000
5.661111 -0.416962
5.663889 -0.426962
5.666667 -0.380000
5.669444 -0.343038
5.672222 -0.333038
5.675000 -0.375000
5.677778 -0.431962
5.680556 -0.431962
5.683333 -0.385000
5.686111 -0.343038
5.688889 -0.328038
5.691667 -0.380000
5.694444 -0.436962
5.697222 -0.431962
5.700000 -0.400000
5.702778 -0.348038
5.705556 -0.343038
5.708333 -0.395000
5.711111 -0.431962
5.713889 -0.441962
5.716667 -0.385000
5.719444 -0.353038
5.722222 -0.338038
5.725000 -0.390000
5.727778 -0.441962
5.730556 -0.431962
5.733333 -0.395000
5.736111 -0.343038
5.738889 -0.333038
5.741667 -0.380000
5.744444 -0.416962
5.747222 -0.411962
5.750000 -0.350000
5.752778 -0.288038
5.755556 -0.288038
5.758333 -0.325000
5.761111 -0.371962
5.763889 -0.356962
5.766667 -0.310000
5.769444 -0.268038
5.772222 -0.243038
5.775000 -0.290000
5.777778 -0.321962
5.780556 -0.326962
5.783333 -0.280000
5.786111 -0.238038
5.788889 -0.223038
5.791667 -0.275000
5.794444 -0.316962
5.797222 -0.321962
5.800000 -0.275000
5.802778 -0.233038
5.805556 -0.238038
5.808333 -0.275000
5.811111 -0.321962
5.813889 -0.326962
5.816667 -0.285000
5.819444 -0.233038
5.822222 -0.233038
5.825000 -0.280000
5.827778 -0.326962
5.830556 -0.336962
5.833333 -0.290000
5.836111 -0.243038
5.838889 -0.243038
5.841667 -0.285000
5.844444 -0.331962
5.847222 -0.336962
5.850000 -0.290000
5.852778 -0.248038
5.855556 -0.248038
5.858333 -0.285000
5.861111 -0.331962
5.863889 -0.336962
5.866667 -0.295000
5.869444 -0.248038
5.872222 -0.263038
5.875000 -0.290000
5.877778 -0.331962
5.880556 -0.331962
5.883333 -0.295000
5.886111 -0.258038
5.888889 -0.253038
5.891667 -0.300000
5.894444 -0.351962
5.897222 -0.351962
5.900000 -0.310000
5.902778 -0.268038
5.905556 -0.258038
5.908333 -0.305000
5.911111 -0.361962
5.913889 -0.361962
5.916667 -0.315000
5.919444 -0.273038
5.922222 -0.258038
5.925000 -0.305000
5.927778 -0.356962
5.930556 -0.361962
5.933333 -0.340000
5.936111 -0.288038
5.938889 -0.288038
5.941667 -0.340000
5.944444 -0.351962
5.947222 -0.356962
5.950000 -0.295000
5.952778 -0.253038
5.955556 -0.248038
5.958333 -0.270000
5.961111 -0.321962
5.963889 -0.341962
5.966667 -0.275000
5.969444 -0.223038
5.972222 -0.213038
5.975000 -0.260000
5.977778 -0.301962
5.980556 -0.296962
5.983333 -0.250000
5.986111 -0.198038
5.988889 -0.198038
5.991667 -0.230000
5.994444 -0.261962
5.997222 -0.261962
6.000000 -0.210000
6.002778 -0.143038
6.005556 -0.148038
6.008333 -0.190000
6.011111 -0.246962
6.013889 -0.246962
6.016667 -0.215000
6.019444 -0.163038
6.022222 -0.158038
6.025000 -0.205000
6.027778 -0.261962
6.030556 -0.256962
6.033333 -0.210000
6.036111 -0.138038
6.038889 -0.123038
6.041667 -0.175000
6.044444 -0.241962
6.047222 -0.281962
6.050000 -0.260000
6.052778 -0.213038
6.055556 -0.228038
6.058333 -0.285000
6.061111 -0.341962
6.063889 -0.366962
6.066667 -0.335000
6.069444 -0.293038
6.072222 -0.288038
6.075000 -0.330000
6.077778 -0.376962
6.080556 -0.376962
6.083333 -0.340000
6.086111 -0.298038
6.088889 -0.293038
6.091667 -0.330000
6.094444 -0.381962
6.097222 -0.386962
6.100000 -0.340000
6.102778 -0.303038
6.105556 -0.298038
6.108333 -0.345000
6.111111 -0.386962
6.113889 -0.386962
6.116667 -0.340000
6.119444 -0.308038
6.122222 -0.298038
6.125000 -0.340000
6.127778 -0.396962
6.130556 -0.396962
6.133333 -0.360000
6.136111 -0.353038
6.138889 -0.393038
6.141667 -0.445000
6.144444 -0.491962
6.147222 -0.491962
6.150000 -0.495000
6.152778 -0.508038
6.155556 -0.543038
6.158333 -0.590000
6.161111 -0.596962
6.163889 -0.516962
6.166667 -0.375000
6.169444 -0.208038
6.172222 -0.053038
6.175000 0.130000
6.177778 0.358038
6.180556 0.588038
6.183333 0.750000
6.186111 0.771962
6.188889 0.581962
6.191667 0.215000
6.194444 -0.196962
6.197222 -0.466962
6.200000 -0.530000
6.202778 -0.473038
6.205556 -0.418038
6.208333 -0.410000
6.211111 -0.436962
6.213889 -0.436962
6.216667 -0.400000
6.219444 -0.353038
6.222222 -0.348038
6.225000 -0.385000
6.227778 -0.436962
6.230556 -0.441962
6.233333 -0.395000
6.236111 -0.368038
6.238889 -0.353038
6.241667 -0.390000
6.244444 -0.441962
6.247222 -0.436962
6.250000 -0.400000
6.252778 -0.343038
6.255556 -0.353038
6.258333 -0.390000
6.261111 -0.421962
6.263889 -0.421962
6.266667 -0.375000
6.269444 -0.343038
6.272222 -0.343038
6.275000 -0.375000
6.277778 -0.416962
6.280556 -0.431962
6.283333 -0.375000
6.286111 -0.338038
6.288889 -0.338038
6.291667 -0.385000
6.294444 -0.431962
6.297222 -0.441962
6.300000 -0.395000
6.302778 -0.348038
6.305556 -0.348038
6.308333 -0.380000
6.311111 -0.421962
6.313889 -0.421962
6.316667 -0.375000
6.319444 -0.328038
6.322222 -0.328038
6.325000 -0.370000
6.327778 -0.416962
6.330556 -0.411962
6.333333 -0.365000
6.336111 -0.323038
6.338889 -0.313038
6.341667 -0.360000
6.344444 -0.411962
6.347222 -0.421962
6.350000 -0.370000
6.352778 -0.338038
6.355556 -0.333038
6.358333 -0.380000
6.361111 -0.426962
6.363889 -0.431962
6.366667 -0.370000
6.369444 -0.338038
6.372222 -0.328038
6.375000 -0.375000
6.377778 -0.411962
6.380556 -0.421962
6.383333 -0.375000
6.386111 -0.338038
6.388889 -0.333038
6.391667 -0.375000
6.394444 -0.421962
6.397222 -0.431962
6.400000 -0.385000
6.402778 -0.348038
6.405556 -0.328038
6.408333 -0.380000
6.411111 -0.411962
6.413889 -0.421962
6.416667 -0.385000
6.419444 -0.348038
6.422222 -0.348038
6.425000 -0.395000
6.427778 -0.446962
6.430556 -0.446962
6.433333 -0.400000
6.436111 -0.353038
6.438889 -0.353038
6.441667 -0.395000
6.444444 -0.446962
6.447222 -0.436962
6.450000 -0.400000
6.452778 -0.348038
6.455556 -0.343038
6.458333 -0.385000
6.461111 -0.411962
6.463889 -0.426962
6.466667 -0.370000
6.469444 -0.328038
6.472222 -0.323038
6.475000 -0.350000
6.477778 -0.401962
6.480556 -0.386962
6.483333 -0.325000
6.486111 -0.273038
6.488889 -0.273038
6.491667 -0.295000
6.494444 -0.336962
6.497222 -0.331962
6.500000 -0.280000
6.502778 -0.243038
6.505556 -0.233038
6.508333 -0.285000
6.511111 -0.321962
6.513889 -0.326962
6.516667 -0.290000
6.519444 -0.243038
6.522222 -0.243038
6.525000 -0.285000
6.527778 -0.336962
6.530556 -0.331962
6.533333 -0.290000
6.536111 -0.243038
6.538889 -0.243038
6.541667 -0.300000
6.544444 -0.336962
6.547222 -0.336962
6.550000 -0.285000
6.552778 -0.243038
6.555556 -0.248038
6.558333 -0.295000
6.561111 -0.326962
6.563889 -0.341962
6.566667 -0.300000
6.569444 -0.258038
6.572222 -0.263038
6.575000 -0.290000
6.577778 -0.341962
6.580556 -0.336962
6.583333 -0.300000
6.586111 -0.253038
6.588889 -0.253038
6.591667 -0.305000
6.594444 -0.356962
6.597222 -0.356962
6.600000 -0.305000
6.602778 -0.278038
6.605556 -0.263038
6.608333 -0.315000
6.611111 -0.356962
6.613889 -0.361962
6.616667 -0.320000
6.619444 -0.283038
6.622222 -0.278038
6.625000 -0.325000
6.627778 -0.366962
6.630556 -0.366962
6.633333 -0.330000
6.636111 -0.293038
6.638889 -0.278038
6.641667 -0.315000
6.644444 -0.366962
6.647222 -0.376962
6.650000 -0.330000
6.652778 -0.293038
6.655556 -0.288038
6.658333 -0.325000
6.661111 -0.371962
6.663889 -0.376962
6.666667 -0.330000
6.669444 -0.293038
6.672222 -0.283038
6.675000 -0.315000
6.677778 -0.371962
6.680556 -0.381962
6.683333 -0.325000
6.686111 -0.283038
6.688889 -0.268038
6.691667 -0.315000
6.694444 -0.346962
6.697222 -0.351962
6.700000 -0.295000
6.702778 -0.258038
6.705556 -0.253038
6.708333 -0.280000
6.711111 -0.316962
6.713889 -0.321962
6.716667 -0.275000
6.719444 -0.228038
6.722222 -0.213038
6.725000 -0.250000
6.727778 -0.281962
6.730556 -0.281962
6.733333 -0.225000
6.736111 -0.173038
6.738889 -0.173038
6.741667 -0.225000
6.744444 -0.271962
6.747222 -0.276962
6.750000 -0.235000
6.752778 -0.188038
6.755556 -0.173038
6.758333 -0.210000
6.761111 -0.251962
6.763889 -0.246962
6.766667 -0.200000
6.769444 -0.168038
6.772222 -0.203038
6.775000 -0.270000
6.777778 -0.331962
6.780556 -0.351962
6.783333 -0.320000
6.786111 -0.283038
6.788889 -0.298038
6.791667 -0.350000
6.794444 -0.406962
6.797222 -0.421962
6.800000 -0.385000
6.802778 -0.328038
6.805556 -0.323038
6.808333 -0.370000
6.811111 -0.416962
6.813889 -0.416962
6.816667 -0.380000
6.819444 -0.343038
6.822222 -0.333038
6.825000 -0.365000
6.827778 -0.406962
6.830556 -0.416962
6.833333 -0.385000
6.836111 -0.333038
6.838889 -0.328038
6.841667 -0.375000
6.844444 -0.411962
6.847222 -0.416962
6.850000 -0.385000
6.852778 -0.353038
6.855556 -0.353038
6.858333 -0.425000
6.861111 -0.501962
6.863889 -0.531962
6.866667 -0.490000
6.869444 -0.438038
6.872222 -0.438038
6.875000 -0.500000
6.877778 -0.591962
6.880556 -0.651962
6.883333 -0.605000
6.886111 -0.518038
6.888889 -0.403038
6.891667 -0.320000
6.894444 -0.221962
6.897222 -0.031962
6.900000 0.275000
6.902778 0.591962
6.905556 0.806962
6.908333 0.825000
6.911111 0.693038
6.913889 0.393038
6.916667 0.040000
6.919444 -0.248038
6.922222 -0.438038
6.925000 -0.565000
6.927778 -0.586962
6.930556 -0.541962
6.933333 -0.460000
6.936111 -0.413038
6.938889 -0.398038
6.941667 -0.435000
6.944444 -0.486962
6.947222 -0.486962
6.950000 -0.440000
6.952778 -0.403038
6.955556 -0.398038
6.958333 -0.440000
6.961111 -0.476962
6.963889 -0.471962
6.966667 -0.435000
6.969444 -0.388038
6.972222 -0.378038
6.975000 -0.445000
6.977778 -0.481962
6.980556 -0.491962
6.983333 -0.440000
6.986111 -0.388038
6.988889 -0.388038
6.991667 -0.435000
6.994444 -0.481962
6.997222 -0.481962
7.000000 -0.430000
7.002778 -0.383038
7.005556 -0.383038
7.008333 -0.430000
7.011111 -0.486962
7.013889 -0.486962
7.016667 -0.455000
7.019444 -0.403038
7.022222 -0.408038
7.025000 -0.445000
7.027778 -0.486962
7.030556 -0.496962
7.033333 -0.435000
7.036111 -0.398038
7.038889 -0.403038
7.041667 -0.455000
7.044444 -0.486962
7.047222 -0.476962
7.050000 -0.430000
7.052778 -0.388038
7.055556 -0.393038
7.058333 -0.440000
7.061111 -0.481962
7.063889 -0.481962
7.066667 -0.425000
7.069444 -0.388038
7.072222 -0.383038
7.075000 -0.455000
7.077778 -0.476962
7.080556 -0.476962
7.083333 -0.415000
7.086111 -0.383038
